"","id","Date","GameID","play_id","Drive","qtr","TimeSecs","posteam","DefensiveTeam","down","ydstogo","yrdline100","play_type","net_yards","GoalToGo","FirstDown","sp","Touchdown","ExPointResult","TwoPointConv","Fumble","RecFumbTeam","PosTeamScore","DefTeamScore","ScoreDiff","AbsScoreDiff","Safety","FieldGoalResult","ReturnResult","InterceptionThrown","HomeTeam","AwayTeam"
"1",1,"8/25/2017","2017082500",1,1,1,2880,"MC","LV",NA,0,40,"Kickoff",75,0,NA,NA,0,NA,NA,NA,"",0,0,0,0,0,NA,NA,0,"LV","MC"
"2",2,"8/25/2017","2017082500",2,1,1,2860.5405,"MC","LV",1,10,75,"Run",1,0,NA,NA,0,NA,NA,NA,"",0,0,0,0,0,NA,NA,0,"LV","MC"
"3",3,"8/25/2017","2017082500",3,1,1,2841.0811,"MC","LV",2,9,74,"Pass",0,0,NA,NA,0,NA,NA,NA,"",0,0,0,0,0,NA,NA,0,"LV","MC"
"4",4,"8/25/2017","2017082500",4,1,1,2821.6216,"MC","LV",3,9,74,"Pass",0,0,NA,NA,0,NA,NA,NA,"",0,0,0,0,0,NA,NA,0,"LV","MC"
"5",5,"8/25/2017","2017082500",5,1,1,2802.1622,"MC","LV",4,9,74,"Punt",NA,0,NA,NA,0,NA,NA,NA,"",0,0,0,0,0,NA,NA,0,"LV","MC"
"6",6,"8/25/2017","2017082500",6,2,1,2782.7027,"LV","MC",1,10,60,"Run",2,0,NA,NA,0,NA,NA,NA,"",0,0,0,0,0,NA,NA,0,"LV","MC"
"7",7,"8/25/2017","2017082500",7,2,1,2763.2432,"LV","MC",2,8,58,"Run",0,0,NA,NA,0,NA,NA,NA,"",0,0,0,0,0,NA,NA,0,"LV","MC"
"8",8,"8/25/2017","2017082500",8,2,1,2743.7838,"LV","MC",3,8,58,"Pass",0,0,NA,NA,0,NA,NA,NA,"",0,0,0,0,0,NA,NA,1,"LV","MC"
"9",9,"8/25/2017","2017082500",9,3,1,2724.3243,"MC","LV",1,10,55,"Run",1,0,NA,NA,0,NA,NA,NA,"",0,0,0,0,0,NA,NA,0,"LV","MC"
"10",10,"8/25/2017","2017082500",10,3,1,2704.8649,"MC","LV",2,9,55,"Run",5,0,NA,NA,0,NA,NA,NA,"",0,0,0,0,0,NA,NA,0,"LV","MC"
"11",11,"8/25/2017","2017082500",11,3,1,2685.4054,"MC","LV",3,9,50,"Pass",0,0,NA,NA,0,NA,NA,NA,"",0,0,0,0,0,NA,NA,0,"LV","MC"
"12",12,"8/25/2017","2017082500",12,3,1,2665.9459,"MC","LV",4,9,50,"Punt",0,0,NA,NA,0,NA,NA,NA,"",0,0,0,0,0,NA,NA,0,"LV","MC"
"13",13,"8/25/2017","2017082500",13,4,1,2646.4865,"LV","MC",1,10,73,"Run",58,0,1,NA,0,NA,NA,NA,"",0,0,0,0,0,NA,NA,0,"LV","MC"
"14",14,"8/25/2017","2017082500",14,4,1,2627.027,"LV","MC",1,10,15,"Run",15,0,NA,1,1,NA,NA,NA,"",6,0,6,6,0,NA,NA,0,"LV","MC"
"15",15,"8/25/2017","2017082500",15,4,1,NA,"LV","MC",NA,3,2,"Extra Point",2,0,NA,1,0,"Made",NA,NA,"",7,0,7,7,0,NA,NA,0,"LV","MC"
"16",16,"8/25/2017","2017082500",16,5,1,2607.5676,"MC","LV",NA,0,40,"Kickoff",65,0,NA,NA,0,NA,NA,NA,"",0,7,-7,7,0,NA,NA,0,"LV","MC"
"17",17,"8/25/2017","2017082500",17,5,1,2588.1081,"MC","LV",1,10,65,"Run",-2,0,NA,NA,0,NA,NA,NA,"",0,7,-7,7,0,NA,NA,0,"LV","MC"
"18",18,"8/25/2017","2017082500",18,5,1,2568.6486,"MC","LV",2,12,67,"Pass",0,0,NA,NA,0,NA,NA,NA,"",0,7,-7,7,0,NA,NA,0,"LV","MC"
"19",19,"8/25/2017","2017082500",19,5,1,2549.1892,"MC","LV",3,12,67,"Pass",NA,0,NA,1,1,NA,NA,NA,"",0,13,-13,13,0,NA,"Touchdown",1,"LV","MC"
"20",22,"8/25/2017","2017082500",22,NA,1,NA,"LV","MC",NA,3,2,"Extra Point",NA,0,NA,1,0,"Made",NA,NA,"",14,0,14,14,0,NA,NA,0,"LV","MC"
"21",23,"8/25/2017","2017082500",23,6,1,2529.7297,"MC","LV",NA,0,40,"Kickoff",70,0,NA,NA,0,NA,NA,NA,"",0,14,-14,14,0,NA,NA,0,"LV","MC"
"22",24,"8/25/2017","2017082500",24,6,1,2510.2703,"MC","LV",1,10,70,"Run",0,0,NA,NA,0,NA,NA,NA,"",0,14,-14,14,0,NA,NA,0,"LV","MC"
"23",25,"8/25/2017","2017082500",25,6,1,2490.8108,"MC","LV",2,10,70,"Pass",5,0,NA,NA,0,NA,NA,NA,"",0,14,-14,14,0,NA,NA,0,"LV","MC"
"24",26,"8/25/2017","2017082500",26,6,1,2471.3514,"MC","LV",3,5,65,"Pass",-6,0,NA,NA,0,NA,NA,NA,"",0,14,-14,14,0,NA,NA,0,"LV","MC"
"25",27,"8/25/2017","2017082500",27,6,1,2451.8919,"MC","LV",4,11,71,"Punt",NA,0,NA,NA,0,NA,NA,NA,"",0,14,-14,14,0,NA,NA,0,"LV","MC"
"26",28,"8/25/2017","2017082500",28,7,1,2432.4324,"LV","MC",1,10,67,"Run",6,0,NA,NA,0,NA,NA,NA,"",14,0,14,14,0,NA,NA,0,"LV","MC"
"27",29,"8/25/2017","2017082500",29,7,1,2412.973,"LV","MC",2,4,61,"Run",16,0,1,NA,0,NA,NA,NA,"",14,0,14,14,0,NA,NA,0,"LV","MC"
"28",30,"8/25/2017","2017082500",30,7,1,2393.5135,"LV","MC",1,10,45,"Run",4,0,NA,NA,0,NA,NA,NA,"",14,0,14,14,0,NA,NA,0,"LV","MC"
"29",31,"8/25/2017","2017082500",31,7,1,2374.0541,"LV","MC",2,6,41,"Run",-2,0,NA,NA,0,NA,NA,NA,"",14,0,14,14,0,NA,NA,0,"LV","MC"
"30",32,"8/25/2017","2017082500",32,7,1,2354.5946,"LV","MC",1,10,29,"Run",4,0,NA,NA,0,NA,NA,NA,"",14,0,14,14,0,NA,NA,0,"LV","MC"
"31",33,"8/25/2017","2017082500",33,7,1,2335.1351,"LV","MC",2,6,25,"Run",-6,0,NA,NA,0,NA,NA,1,"MC",14,0,14,14,0,NA,NA,0,"LV","MC"
"32",34,"8/25/2017","2017082500",34,8,1,2315.6757,"MC","LV",1,10,69,"Pass",NA,0,NA,NA,0,NA,NA,NA,"",0,14,-14,14,0,NA,NA,0,"LV","MC"
"33",35,"8/25/2017","2017082500",35,8,1,2296.2162,"MC","LV",2,10,69,"Run",8,0,NA,NA,0,NA,NA,NA,"",0,14,-14,14,0,NA,NA,0,"LV","MC"
"34",36,"8/25/2017","2017082500",36,8,1,2276.7568,"MC","LV",3,2,61,"Run",1,0,NA,NA,0,NA,NA,NA,"",0,14,-14,14,0,NA,NA,0,"LV","MC"
"35",37,"8/25/2017","2017082500",37,8,1,2257.2973,"MC","LV",4,1,61,"Run",0,0,NA,NA,0,NA,NA,NA,"",0,14,-14,14,0,NA,NA,0,"LV","MC"
"36",38,"8/25/2017","2017082500",38,9,1,2237.8378,"LV","MC",1,10,39,"Pass",39,0,NA,1,1,NA,NA,NA,"",20,0,20,20,0,NA,NA,0,"LV","MC"
"37",39,"8/25/2017","2017082500",39,9,1,NA,"LV","MC",NA,3,2,"Extra Point",2,0,NA,1,0,"Made",NA,NA,"",21,0,21,21,0,NA,NA,0,"LV","MC"
"38",40,"8/25/2017","2017082500",40,10,1,2218.3784,"MC","LV",NA,0,40,"Kickoff",73,0,NA,NA,0,NA,NA,NA,"",0,21,-21,21,0,NA,NA,0,"LV","MC"
"39",41,"8/25/2017","2017082500",41,10,1,2198.9189,"MC","LV",1,10,73,"Run",4,0,NA,NA,0,NA,NA,NA,"",0,21,-21,21,0,NA,NA,0,"LV","MC"
"40",42,"8/25/2017","2017082500",42,10,1,2179.4595,"MC","LV",2,6,69,"Pass",2,0,NA,NA,0,NA,NA,NA,"",0,21,-21,21,0,NA,NA,0,"LV","MC"
"41",43,"8/25/2017","2017082500",43,10,1,2160,"MC","LV",3,4,67,"Run",-6,0,NA,NA,0,NA,NA,NA,"",0,21,-21,21,0,NA,NA,0,"LV","MC"
"42",44,"8/25/2017","2017082500",44,10,2,2140.5405,"MC","LV",4,10,73,"Punt",25,0,NA,NA,0,NA,NA,NA,"",0,21,-21,21,0,NA,NA,0,"LV","MC"
"43",45,"8/25/2017","2017082500",45,11,2,2121.0811,"LV","MC",1,10,48,"Run",48,0,NA,1,1,NA,NA,NA,"",27,0,27,27,0,NA,NA,0,"LV","MC"
"44",46,"8/25/2017","2017082500",46,11,2,NA,"LV","MC",NA,3,2,"Run",2,0,NA,1,0,NA,"Success",NA,"",29,0,29,29,0,NA,NA,0,"LV","MC"
"45",47,"8/25/2017","2017082500",47,12,2,2101.6216,"MC","LV",NA,0,40,"Kickoff",70,0,NA,NA,0,NA,NA,NA,"",0,29,-29,29,0,NA,NA,0,"LV","MC"
"46",48,"8/25/2017","2017082500",48,12,2,2082.1622,"MC","LV",1,10,70,"Run",73,0,NA,NA,0,NA,NA,NA,"",0,29,-29,29,0,NA,NA,0,"LV","MC"
"47",49,"8/25/2017","2017082500",49,12,2,2062.7027,"MC","LV",2,13,73,"Pass",NA,0,NA,NA,0,NA,NA,NA,"",0,29,-29,29,0,NA,NA,0,"LV","MC"
"48",50,"8/25/2017","2017082500",50,12,2,2043.2432,"MC","LV",3,13,73,"Pass",NA,0,NA,NA,0,NA,NA,NA,"",0,29,-29,29,0,NA,NA,0,"LV","MC"
"49",51,"8/25/2017","2017082500",51,12,2,2023.7838,"MC","LV",4,13,73,"Punt",32,0,NA,NA,0,NA,NA,NA,"",0,29,-29,29,0,NA,NA,0,"LV","MC"
"50",52,"8/25/2017","2017082500",52,13,2,2004.3243,"LV","MC",1,10,41,"Run",11,0,1,NA,0,NA,NA,NA,"",29,0,29,29,0,NA,NA,0,"LV","MC"
"51",53,"8/25/2017","2017082500",53,13,2,1984.8649,"LV","MC",1,10,30,"Run",13,0,1,NA,0,NA,NA,NA,"",29,0,29,29,0,NA,NA,0,"LV","MC"
"52",54,"8/25/2017","2017082500",54,13,2,1965.4054,"LV","MC",1,10,17,"Pass",NA,0,NA,NA,0,NA,NA,NA,"",29,0,29,29,0,NA,NA,0,"LV","MC"
"53",55,"8/25/2017","2017082500",55,13,2,1945.9459,"LV","MC",2,10,17,"Run",11,0,1,NA,0,NA,NA,NA,"",29,0,29,29,0,NA,NA,0,"LV","MC"
"54",56,"8/25/2017","2017082500",56,13,2,1926.4865,"LV","MC",1,6,6,"Run",6,1,NA,1,1,NA,NA,NA,"",35,0,35,35,0,NA,NA,0,"LV","MC"
"55",57,"8/25/2017","2017082500",57,13,2,NA,"LV","MC",NA,3,2,"Extra Point",2,0,NA,1,0,"Made",NA,NA,"",36,0,36,36,0,NA,NA,0,"LV","MC"
"56",58,"8/25/2017","2017082500",58,14,2,1907.027,"MC","LV",NA,0,40,"Kickoff",68,0,NA,NA,0,NA,NA,NA,"",0,36,-36,36,0,NA,NA,0,"LV","MC"
"57",59,"8/25/2017","2017082500",59,14,2,1887.5676,"MC","LV",1,10,68,"Run",-2,0,NA,NA,0,NA,NA,NA,"",0,36,-36,36,0,NA,NA,0,"LV","MC"
"58",61,"8/25/2017","2017082500",61,14,2,1868.1081,"MC","LV",2,2,60,"Run",-1,0,NA,NA,0,NA,NA,NA,"",0,36,-36,36,0,NA,NA,0,"LV","MC"
"59",62,"8/25/2017","2017082500",62,14,2,1848.6486,"MC","LV",3,3,61,"Pass",NA,0,NA,NA,0,NA,NA,NA,"",0,36,-36,36,0,NA,NA,0,"LV","MC"
"60",63,"8/25/2017","2017082500",63,14,2,1829.1892,"MC","LV",4,3,61,"Punt",38,0,NA,NA,0,NA,NA,NA,"",0,36,-36,36,0,NA,NA,0,"LV","MC"
"61",64,"8/25/2017","2017082500",64,15,2,1809.7297,"LV","MC",1,10,77,"Pass",10,0,1,NA,0,NA,NA,NA,"",36,0,36,36,0,NA,NA,0,"LV","MC"
"62",65,"8/25/2017","2017082500",65,15,2,1790.2703,"LV","MC",1,10,67,"Run",0,0,NA,NA,0,NA,NA,NA,"",36,0,36,36,0,NA,NA,0,"LV","MC"
"63",67,"8/25/2017","2017082500",67,15,2,1770.8108,"LV","MC",2,15,72,"Run",49,0,1,NA,0,NA,NA,NA,"",36,0,36,36,0,NA,NA,0,"LV","MC"
"64",68,"8/25/2017","2017082500",68,15,2,1751.3514,"LV","MC",1,10,23,"Run",9,0,NA,NA,0,NA,NA,NA,"",36,0,36,36,0,NA,NA,0,"LV","MC"
"65",69,"8/25/2017","2017082500",69,15,2,1731.8919,"LV","MC",2,1,14,"Run",4,0,1,NA,0,NA,NA,NA,"",36,0,36,36,0,NA,NA,0,"LV","MC"
"66",70,"8/25/2017","2017082500",70,15,2,1712.4324,"LV","MC",1,10,10,"Run",8,1,NA,NA,0,NA,NA,NA,"",36,0,36,36,0,NA,NA,0,"LV","MC"
"67",72,"8/25/2017","2017082500",72,15,2,1692.973,"LV","MC",2,2,2,"Run",0,1,NA,NA,0,NA,NA,NA,"",36,0,36,36,0,NA,NA,0,"LV","MC"
"68",73,"8/25/2017","2017082500",73,15,2,1673.5135,"LV","MC",3,2,2,"Run",2,1,NA,1,1,NA,NA,NA,"",42,0,42,42,0,NA,NA,0,"LV","MC"
"69",74,"8/25/2017","2017082500",74,15,2,NA,"LV","MC",NA,3,2,"Extra Point",NA,0,NA,1,0,"Made",NA,NA,"",43,0,43,43,0,NA,NA,0,"LV","MC"
"70",75,"8/25/2017","2017082500",75,16,2,1654.0541,"MC","LV",NA,0,40,"Kickoff",65,0,NA,NA,0,NA,NA,NA,"",0,43,-43,43,0,NA,NA,0,"LV","MC"
"71",76,"8/25/2017","2017082500",76,16,2,1634.5946,"MC","LV",1,10,65,"Run",-1,0,NA,NA,0,NA,NA,NA,"",0,43,-43,43,0,NA,NA,0,"LV","MC"
"72",77,"8/25/2017","2017082500",77,16,2,1615.1351,"MC","LV",2,11,66,"Run",-4,0,NA,NA,0,NA,NA,NA,"",0,43,-43,43,0,NA,NA,0,"LV","MC"
"73",78,"8/25/2017","2017082500",78,16,2,1595.6757,"MC","LV",2,15,70,"Pass",NA,0,NA,1,1,NA,NA,NA,"",0,49,-49,49,0,NA,NA,0,"LV","MC"
"74",79,"8/25/2017","2017082500",79,NA,2,NA,"LV","MC",NA,3,2,"Run",2,0,NA,1,0,NA,"FAILED",NA,"",49,0,49,49,0,NA,NA,0,"LV","MC"
"75",80,"8/25/2017","2017082500",80,17,2,1576.2162,"MC","LV",NA,0,40,"Kickoff",NA,0,NA,NA,0,NA,NA,NA,"",0,49,-49,49,0,NA,NA,0,"LV","MC"
"76",81,"8/25/2017","2017082500",81,17,2,1556.7568,"MC","LV",1,10,67,"Run",12,0,1,NA,0,NA,NA,NA,"",0,49,-49,49,0,NA,NA,0,"LV","MC"
"77",82,"8/25/2017","2017082500",82,17,2,1537.2973,"MC","LV",1,10,55,"Run",0,0,NA,NA,0,NA,NA,NA,"",0,49,-49,49,0,NA,NA,0,"LV","MC"
"78",83,"8/25/2017","2017082500",83,17,2,1517.8378,"MC","LV",2,10,55,"Run",0,0,NA,NA,0,NA,NA,NA,"",0,49,-49,49,0,NA,NA,0,"LV","MC"
"79",85,"8/25/2017","2017082500",85,17,2,1498.3784,"MC","LV",3,10,55,"Run",14,0,1,NA,0,NA,NA,NA,"",0,49,-49,49,0,NA,NA,0,"LV","MC"
"80",86,"8/25/2017","2017082500",86,17,2,1478.9189,"MC","LV",1,10,41,"Run",2,0,NA,NA,0,NA,NA,NA,"",0,49,-49,49,0,NA,NA,0,"LV","MC"
"81",88,"8/25/2017","2017082500",88,17,2,1459.4595,"MC","LV",2,13,45,"Run",-10,0,NA,NA,0,NA,NA,NA,"",0,49,-49,49,0,NA,NA,0,"LV","MC"
"82",89,"8/25/2017","2017082500",89,18,3,1440,"LV","MC",NA,0,40,"Kickoff",50,0,NA,NA,0,NA,NA,NA,"",49,0,49,49,0,NA,NA,0,"LV","MC"
"83",90,"8/25/2017","2017082500",90,18,3,1404,"LV","MC",1,10,50,"Run",20,0,1,NA,0,NA,NA,NA,"",49,0,49,49,0,NA,NA,0,"LV","MC"
"84",91,"8/25/2017","2017082500",91,18,3,1368,"LV","MC",1,10,30,"Pass",13,0,1,NA,0,NA,NA,NA,"",49,0,49,49,0,NA,NA,0,"LV","MC"
"85",92,"8/25/2017","2017082500",92,18,3,1332,"LV","MC",1,10,17,"Pass",1,0,NA,NA,0,NA,NA,NA,"",49,0,49,49,0,NA,NA,0,"LV","MC"
"86",93,"8/25/2017","2017082500",93,18,3,1296,"LV","MC",2,8,16,"Run",11,0,1,NA,0,NA,NA,NA,"",49,0,49,49,0,NA,NA,0,"LV","MC"
"87",94,"8/25/2017","2017082500",94,18,3,1260,"LV","MC",1,5,5,"Run",5,1,NA,1,1,NA,NA,NA,"",55,0,55,55,0,NA,NA,0,"LV","MC"
"88",96,"8/25/2017","2017082500",96,18,3,NA,"LV","MC",NA,3,2,"Extra Point",NA,1,NA,1,0,"Made",NA,NA,"",56,0,56,56,0,NA,NA,0,"LV","MC"
"89",97,"8/25/2017","2017082500",97,19,3,1224,"MC","LV",NA,0,40,"Kickoff",51,0,NA,NA,0,NA,NA,NA,"",0,56,-56,56,0,NA,NA,0,"LV","MC"
"90",98,"8/25/2017","2017082500",98,19,3,1188,"MC","LV",1,10,51,"Run",1,0,NA,NA,0,NA,NA,1,"LV",0,56,-56,56,0,NA,NA,0,"LV","MC"
"91",100,"8/25/2017","2017082500",100,20,3,1152,"LV","MC",1,15,55,"Run",4,0,NA,NA,0,NA,NA,NA,"",56,0,56,56,0,NA,NA,0,"LV","MC"
"92",101,"8/25/2017","2017082500",101,20,3,1116,"LV","MC",2,11,51,"Run",51,0,NA,1,1,NA,NA,NA,"",62,0,62,62,0,NA,NA,0,"LV","MC"
"93",102,"8/25/2017","2017082500",102,20,3,NA,"LV","MC",NA,3,2,"Extra Point",NA,0,NA,1,0,"FAILED",NA,NA,"",62,0,62,62,0,NA,NA,0,"LV","MC"
"94",103,"8/25/2017","2017082500",103,21,3,1080,"MC","LV",NA,0,40,"Kickoff",66,0,NA,NA,0,NA,NA,NA,"",0,62,-62,62,0,NA,NA,0,"LV","MC"
"95",104,"8/25/2017","2017082500",104,21,3,1044,"MC","LV",1,10,66,"Pass",NA,0,NA,NA,0,NA,NA,NA,"",0,62,-62,62,0,NA,NA,0,"LV","MC"
"96",105,"8/25/2017","2017082500",105,21,3,1008,"MC","LV",2,10,66,"Pass",NA,0,NA,NA,0,NA,NA,NA,"",0,62,-62,62,0,NA,NA,0,"LV","MC"
"97",106,"8/25/2017","2017082500",106,21,3,972,"MC","LV",3,10,66,"Pass",7,0,NA,NA,0,NA,NA,NA,"",0,62,-62,62,0,NA,NA,0,"LV","MC"
"98",107,"8/25/2017","2017082500",107,21,3,936,"MC","LV",4,4,59,"Pass",NA,0,NA,NA,0,NA,NA,NA,"",0,62,-62,62,0,NA,NA,0,"LV","MC"
"99",108,"8/25/2017","2017082500",108,22,3,900,"LV","MC",1,10,41,"Run",-2,0,NA,NA,0,NA,NA,NA,"",62,0,62,62,0,NA,NA,0,"LV","MC"
"100",109,"8/25/2017","2017082500",109,22,3,864,"LV","MC",2,12,43,"Run",0,0,NA,NA,0,NA,NA,NA,"",62,0,62,62,0,NA,NA,0,"LV","MC"
"101",111,"8/25/2017","2017082500",111,22,3,828,"LV","MC",3,17,48,"Run",7,0,NA,NA,0,NA,NA,NA,"",62,0,62,62,0,NA,NA,0,"LV","MC"
"102",113,"8/25/2017","2017082500",113,22,3,792,"LV","MC",1,10,27,"Run",2,0,NA,NA,0,NA,NA,NA,"",62,0,62,62,0,NA,NA,0,"LV","MC"
"103",114,"8/25/2017","2017082500",114,22,3,756,"LV","MC",2,8,25,"Run",4,0,NA,NA,0,NA,NA,NA,"",62,0,62,62,0,NA,NA,0,"LV","MC"
"104",115,"8/25/2017","2017082500",115,22,4,720,"LV","MC",3,4,21,"Run",-1,0,NA,NA,0,NA,NA,NA,"",62,0,62,62,0,NA,NA,0,"LV","MC"
"105",116,"8/25/2017","2017082500",116,22,4,684,"LV","MC",4,5,22,"Run",1,0,NA,NA,0,NA,NA,NA,"",62,0,62,62,0,NA,NA,0,"LV","MC"
"106",118,"8/25/2017","2017082500",118,23,4,648,"MC","LV",1,10,81,"Run",0,0,NA,NA,0,NA,NA,NA,"",0,62,-62,62,0,NA,NA,0,"LV","MC"
"107",119,"8/25/2017","2017082500",119,23,4,612,"MC","LV",2,10,81,"Run",6,0,NA,NA,0,NA,NA,NA,"",0,62,-62,62,0,NA,NA,0,"LV","MC"
"108",120,"8/25/2017","2017082500",120,23,4,576,"MC","LV",3,4,74,"Run",5,0,1,NA,0,NA,NA,NA,"",0,62,-62,62,0,NA,NA,0,"LV","MC"
"109",121,"8/25/2017","2017082500",121,23,4,540,"MC","LV",1,10,69,"Pass",19,0,1,NA,0,NA,NA,NA,"",0,62,-62,62,0,NA,NA,0,"LV","MC"
"110",122,"8/25/2017","2017082500",122,23,4,504,"MC","LV",1,10,50,"Run",-1,0,NA,NA,0,NA,NA,NA,"",0,62,-62,62,0,NA,NA,0,"LV","MC"
"111",123,"8/25/2017","2017082500",123,23,4,468,"MC","LV",2,11,51,"Pass",34,0,1,NA,0,NA,NA,NA,"",0,62,-62,62,0,NA,NA,0,"LV","MC"
"112",124,"8/25/2017","2017082500",124,23,4,432,"MC","LV",1,10,17,"Run",5,0,NA,NA,0,NA,NA,NA,"",0,62,-62,62,0,NA,NA,0,"LV","MC"
"113",125,"8/25/2017","2017082500",125,23,4,396,"MC","LV",2,5,12,"Run",2,0,NA,NA,0,NA,NA,NA,"",0,62,-62,62,0,NA,NA,0,"LV","MC"
"114",126,"8/25/2017","2017082500",126,23,4,360,"MC","LV",3,3,10,"Run",9,0,1,NA,0,NA,NA,NA,"",0,62,-62,62,0,NA,NA,0,"LV","MC"
"115",127,"8/25/2017","2017082500",127,23,4,324,"MC","LV",1,1,1,"Run",1,1,NA,1,1,NA,NA,NA,"",6,62,-56,56,0,NA,NA,0,"LV","MC"
"116",128,"8/25/2017","2017082500",128,23,4,NA,"MC","LV",NA,3,2,"Run",NA,0,NA,1,0,NA,"FAILED",NA,"",6,62,-56,56,0,NA,NA,0,"LV","MC"
"117",129,"8/25/2017","2017082500",129,24,4,288,"LV","MC",NA,0,40,"Kickoff",65,0,NA,NA,0,NA,NA,NA,"",62,6,56,56,0,NA,NA,0,"LV","MC"
"118",130,"8/25/2017","2017082500",130,24,4,252,"LV","MC",1,10,65,"Run",0,0,NA,NA,0,NA,NA,NA,"",62,6,56,56,0,NA,NA,0,"LV","MC"
"119",132,"8/25/2017","2017082500",132,24,4,216,"LV","MC",2,15,70,"Run",-15,0,NA,NA,0,NA,NA,NA,"",62,6,56,56,0,NA,NA,0,"LV","MC"
"120",133,"8/25/2017","2017082500",133,24,4,180,"LV","MC",3,30,85,"Run",4,0,NA,NA,0,NA,NA,NA,"",62,6,56,56,0,NA,NA,0,"LV","MC"
"121",134,"8/25/2017","2017082500",134,24,4,144,"LV","MC",4,26,81,"Punt",37,0,NA,NA,0,NA,NA,NA,"",62,6,56,56,0,NA,NA,0,"LV","MC"
"122",135,"8/25/2017","2017082500",135,25,4,108,"MC","LV",1,10,56,"Run",3,0,NA,NA,0,NA,NA,NA,"",6,62,-56,56,0,NA,NA,0,"LV","MC"
"123",136,"8/25/2017","2017082500",136,25,4,72,"MC","LV",2,7,53,"Run",0,0,NA,NA,0,NA,NA,NA,"",6,62,-56,56,0,NA,NA,0,"LV","MC"
"124",137,"8/25/2017","2017082500",137,25,4,36,"MC","LV",3,7,53,"Run",21,0,NA,NA,0,NA,NA,NA,"",6,62,-56,56,0,NA,NA,0,"LV","MC"
"125",138,"9/1/2017","2017090100",1,1,1,2880,"LV","S",NA,0,40,"Kickoff",66,0,NA,NA,0,NA,NA,NA,"",0,0,0,0,0,NA,NA,0,"S","LV"
"126",139,"9/1/2017","2017090100",2,1,1,2853.3333,"LV","S",1,10,66,"Run",10,0,1,NA,0,NA,NA,NA,"",0,0,0,0,0,NA,NA,0,"S","LV"
"127",140,"9/1/2017","2017090100",3,1,1,2826.6667,"LV","S",1,10,56,"Run",7,0,NA,NA,0,NA,NA,NA,"",0,0,0,0,0,NA,NA,0,"S","LV"
"128",141,"9/1/2017","2017090100",4,1,1,2800,"LV","S",2,3,49,"Run",12,0,1,NA,0,NA,NA,NA,"",0,0,0,0,0,NA,NA,0,"S","LV"
"129",142,"9/1/2017","2017090100",5,1,1,2773.3333,"LV","S",1,10,37,"Run",7,0,NA,NA,0,NA,NA,NA,"",0,0,0,0,0,NA,NA,0,"S","LV"
"130",143,"9/1/2017","2017090100",6,1,1,2746.6667,"LV","S",2,3,30,"Run",21,0,1,NA,0,NA,NA,NA,"",0,0,0,0,0,NA,NA,0,"S","LV"
"131",145,"9/1/2017","2017090100",8,1,1,2720,"LV","S",1,14,14,"Pass",NA,1,NA,NA,0,NA,NA,NA,"",0,0,0,0,0,NA,NA,0,"S","LV"
"132",146,"9/1/2017","2017090100",9,1,1,2693.3333,"LV","S",2,14,14,"Run",11,1,NA,NA,0,NA,NA,NA,"",0,0,0,0,0,NA,NA,0,"S","LV"
"133",147,"9/1/2017","2017090100",10,1,1,2666.6667,"LV","S",3,3,3,"Run",3,1,NA,1,1,NA,NA,NA,"",6,0,6,6,0,NA,NA,0,"S","LV"
"134",148,"9/1/2017","2017090100",11,1,1,NA,"LV","S",NA,3,2,"Run",NA,0,NA,1,0,NA,"Success",NA,"",8,0,8,8,0,NA,NA,0,"S","LV"
"135",149,"9/1/2017","2017090100",12,2,1,2640,"S","LV",NA,0,40,"Kickoff",85,0,NA,NA,0,NA,NA,NA,"",0,8,-8,8,0,NA,NA,0,"S","LV"
"136",150,"9/1/2017","2017090100",13,2,1,2613.3333,"S","LV",1,10,85,"Run",0,0,NA,NA,0,NA,NA,NA,"",0,8,-8,8,0,NA,NA,0,"S","LV"
"137",151,"9/1/2017","2017090100",14,2,1,2586.6667,"S","LV",2,10,85,"Run",-2,0,NA,NA,0,NA,NA,NA,"",0,8,-8,8,0,NA,NA,0,"S","LV"
"138",153,"9/1/2017","2017090100",16,2,1,2560,"S","LV",3,17,92,"Run",0,0,NA,NA,0,NA,NA,NA,"",0,8,-8,8,0,NA,NA,0,"S","LV"
"139",155,"9/1/2017","2017090100",18,2,1,2533.3333,"S","LV",4,22,97,"Punt",50,0,NA,NA,0,NA,NA,NA,"",0,8,-8,8,0,NA,NA,0,"S","LV"
"140",156,"9/1/2017","2017090100",19,3,1,2506.6667,"LV","S",1,10,53,"Pass",12,0,1,NA,0,NA,NA,NA,"",8,0,8,8,0,NA,NA,0,"S","LV"
"141",157,"9/1/2017","2017090100",20,3,1,2480,"LV","S",1,10,41,"Pass",24,0,1,NA,0,NA,NA,NA,"",8,0,8,8,0,NA,NA,0,"S","LV"
"142",158,"9/1/2017","2017090100",21,3,1,2453.3333,"LV","S",1,10,17,"Pass",12,0,1,NA,0,NA,NA,NA,"",8,0,8,8,0,NA,NA,0,"S","LV"
"143",159,"9/1/2017","2017090100",22,3,1,2426.6667,"LV","S",1,10,5,"Run",5,0,NA,1,1,NA,NA,NA,"",14,0,14,14,0,NA,NA,0,"S","LV"
"144",160,"9/1/2017","2017090100",23,3,1,NA,"LV","S",NA,3,2,"Extra Point",NA,1,NA,1,0,"Made",NA,NA,"",15,0,15,15,0,NA,NA,0,"S","LV"
